rank,feature_idx,cohens_d,auroc,fire_rate_tool,fire_rate_nontool,diff,mean_tool,mean_nontool,sign
228,522,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
229,617,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
230,602,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
231,604,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
232,607,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
233,609,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
234,597,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
235,272,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
236,610,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
237,611,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
238,612,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
239,613,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
240,615,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
241,616,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
242,282,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
243,283,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
244,284,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
245,288,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
246,274,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
247,275,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
248,278,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
249,240,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
250,293,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
251,295,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
252,297,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
253,579,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
254,581,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
255,582,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
256,585,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
257,570,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
258,573,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
259,574,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
260,575,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
261,319,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
262,306,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
263,312,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
264,299,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
265,302,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
266,322,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
267,323,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
268,326,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
269,314,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
270,318,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
271,601,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
272,588,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
273,589,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
274,592,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
275,334,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
276,336,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
277,337,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
278,546,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
279,548,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
280,550,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
281,540,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
282,353,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
283,341,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
284,343,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
285,344,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
286,331,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
287,561,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
288,354,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
289,356,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
290,346,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
291,348,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
292,349,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
293,350,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
294,565,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
295,566,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
296,567,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
297,559,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
298,560,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
299,38,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
300,27,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
301,29,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
302,33,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
303,20,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
304,23,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
305,777,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
306,790,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
307,793,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
308,778,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
309,779,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
310,780,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
311,781,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
312,783,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
313,784,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
314,806,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
315,794,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
316,797,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
317,798,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
318,799,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
319,788,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
320,473,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
321,458,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
322,460,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
323,462,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
324,463,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
325,465,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
326,803,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
327,804,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
328,63,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
329,64,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
330,50,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
331,52,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
332,54,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
333,43,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
334,44,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
335,69,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
336,72,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
337,58,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
338,62,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
339,759,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
340,761,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
341,746,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
342,749,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
343,750,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
344,751,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
345,753,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
346,764,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
347,768,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
348,769,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
349,754,0.0,0.5,0.0,0.0,0.0,0.0,0.0,nontool
350,736,-0.02236067977499788,0.499875,0.0,0.00025,-0.0028419296722859144,0.0,0.0028419296722859144,nontool
351,104,-0.02236067977499788,0.499875,0.0,0.00025,-0.0015266209375113249,0.0,0.0015266209375113249,nontool
352,437,-0.022360679774997883,0.499875,0.0,0.00025,-0.002015854697674513,0.0,0.002015854697674513,nontool
353,466,-0.022360679774997883,0.499875,0.0,0.00025,-0.002266229595988989,0.0,0.002266229595988989,nontool
354,161,-0.022360679774997887,0.499875,0.0,0.00025,-0.0015763072296977043,0.0,0.0015763072296977043,nontool
355,663,-0.02236067977499789,0.499875,0.0,0.00025,-0.0015342080732807517,0.0,0.0015342080732807517,nontool
356,311,-0.02236067977499789,0.499875,0.0,0.00025,-0.001802186481654644,0.0,0.001802186481654644,nontool
357,649,-0.02236067977499789,0.499875,0.0,0.00025,-0.001613154890947044,0.0,0.001613154890947044,nontool
358,517,-0.02236067977499789,0.499875,0.0,0.00025,-0.002460070187225938,0.0,0.002460070187225938,nontool
359,687,-0.02236067977499789,0.499875,0.0,0.00025,-0.0017752326093614101,0.0,0.0017752326093614101,nontool
360,271,-0.02236067977499789,0.499875,0.0,0.00025,-0.0026471782475709915,0.0,0.0026471782475709915,nontool
361,631,-0.02236067977499789,0.499875,0.0,0.00025,-0.0016871335683390498,0.0,0.0016871335683390498,nontool
362,620,-0.02236067977499789,0.499875,0.0,0.00025,-0.0021917300764471292,0.0,0.0021917300764471292,nontool
363,767,-0.02236067977499789,0.499875,0.0,0.00025,-0.002195545472204685,0.0,0.002195545472204685,nontool
364,332,-0.022360679774997894,0.499875,0.0,0.00025,-0.0019326267065480351,0.0,0.0019326267065480351,nontool
365,169,-0.022360679774997894,0.499875,0.0,0.00025,-0.002164580626413226,0.0,0.002164580626413226,nontool
366,789,-0.022360679774997894,0.499875,0.0,0.00025,-0.0019522215006873012,0.0,0.0019522215006873012,nontool
367,10,-0.022360679774997894,0.499875,0.0,0.00025,-0.0038186463061720133,0.0,0.0038186463061720133,nontool
368,82,-0.022360679774997894,0.499875,0.0,0.00025,-0.0017830615397542715,0.0,0.0017830615397542715,nontool
369,88,-0.022360679774997894,0.499875,0.0,0.00025,-0.0020312792621552944,0.0,0.0020312792621552944,nontool
